# f,H_in,H_out,G_ideal,G_theo,phi_ideal,phi_theo
2.352540743679199659e+04,5.068002780206589675e-01,1.881968230426839250e-02,-2.862170914746963390e+01,-2.860449113288949263e+01,8.787608739448297968e+01,7.803145060360758123e+01
2.353624486624787460e+04,5.068014547107478895e-01,1.883299316831766809e-02,-2.861547917009958297e+01,-2.859837007877058213e+01,8.787456276691852963e+01,7.803190994722217511e+01
2.354708728817317024e+04,5.068026334400753674e-01,1.884631921937640620e-02,-2.860924656843923231e+01,-2.859224639915003507e+01,8.787303640099109714e+01,7.803236428913760392e+01
2.355793470486771548e+04,5.068038142132760271e-01,1.885966048425112909e-02,-2.860301133873016255e+01,-2.858612009047135771e+01,8.787150829360356852e+01,7.803281362391309983e+01
2.356878711863253920e+04,5.068049970349981503e-01,1.887301698981300527e-02,-2.859677347720696261e+01,-2.857999114917140560e+01,8.786997844165141203e+01,7.803325794609314414e+01
2.357964453176959069e+04,5.068061819099030085e-01,1.888638876299782859e-02,-2.859053298009728294e+01,-2.857385957168049018e+01,8.786844684202242206e+01,7.803369725020736780e+01
2.359050694658192879e+04,5.068073688426657508e-01,1.889977583080634793e-02,-2.858428984362178937e+01,-2.856772535442227934e+01,8.786691349159698916e+01,7.803413153077057984e+01
2.360137436537362373e+04,5.068085578379747380e-01,1.891317822030437815e-02,-2.857804406399414887e+01,-2.856158849381383646e+01,8.786537838724778737e+01,7.803456078228263948e+01
2.361224679044994264e+04,5.068097489005320977e-01,1.892659595862323726e-02,-2.857179563742095141e+01,-2.855544898626550321e+01,8.786384152583998741e+01,7.803498499922845610e+01
2.362312422411708758e+04,5.068109420350533911e-01,1.894002907295958688e-02,-2.856554456010179166e+01,-2.854930682818100252e+01,8.786230290423104350e+01,7.803540417607796087e+01
2.363400666868235930e+04,5.068121372462680574e-01,1.895347759057583459e-02,-2.855929082822920861e+01,-2.854316201595738534e+01,8.786076251927082126e+01,7.803581830728599300e+01
2.364489412645407356e+04,5.068133345389187472e-01,1.896694153880027628e-02,-2.855303443798867846e+01,-2.853701454598500575e+01,8.785922036780148403e+01,7.803622738729239927e+01
2.365578659974175389e+04,5.068145339177627662e-01,1.898042094502747773e-02,-2.854677538555851868e+01,-2.853086441464743572e+01,8.785767644665749287e+01,7.803663141052177821e+01
2.366668409085585154e+04,5.068157353875704096e-01,1.899391583671813585e-02,-2.854051366711001236e+01,-2.852471161832160007e+01,8.785613075266559235e+01,7.803703037138365062e+01
2.367758660210787639e+04,5.068169389531260727e-01,1.900742624139944645e-02,-2.853424927880731232e+01,-2.851855615337767347e+01,8.785458328264481054e+01,7.803742426427223222e+01
2.368849413581053886e+04,5.068181446192283612e-01,1.902095218666551360e-02,-2.852798221680736290e+01,-2.851239801617899872e+01,8.785303403340633110e+01,7.803781308356653312e+01
2.369940669427748799e+04,5.068193523906894260e-01,1.903449370017719008e-02,-2.852171247726001369e+01,-2.850623720308219333e+01,8.785148300175363545e+01,7.803819682363024413e+01
2.371032427982342779e+04,5.068205622723352954e-01,1.904805080966238615e-02,-2.851544005630794132e+01,-2.850007371043712823e+01,8.784993018448231794e+01,7.803857547881165146e+01
2.372124689476427011e+04,5.068217742690068750e-01,1.906162354291656563e-02,-2.850916495008655716e+01,-2.849390753458676073e+01,8.784837557838017119e+01,7.803894904344366523e+01
2.373217454141685812e+04,5.068229883855583928e-01,1.907521192780250313e-02,-2.850288715472412449e+01,-2.848773867186730513e+01,8.784681918022710079e+01,7.803931751184374832e+01
2.374310722209909727e+04,5.068242046268581769e-01,1.908881599225070724e-02,-2.849660666634169104e+01,-2.848156711860813672e+01,8.784526098679511108e+01,7.803968087831387379e+01
2.375404493913010811e+04,5.068254229977894321e-01,1.910243576425981610e-02,-2.849032348105297530e+01,-2.847539287113171014e+01,8.784370099484836203e+01,7.804003913714045382e+01
2.376498769482992793e+04,5.068266435032489081e-01,1.911607127189635102e-02,-2.848403759496451926e+01,-2.846921592575366589e+01,8.784213920114301288e+01,7.804039228259432548e+01
2.377593549151966727e+04,5.068278661481484537e-01,1.912972254329528554e-02,-2.847774900417554633e+01,-2.846303627878278419e+01,8.784057560242725060e+01,7.804074030893065128e+01
2.378688833152165898e+04,5.068290909374132402e-01,1.914338960666025699e-02,-2.847145770477795423e+01,-2.845685392652083578e+01,8.783901019544131827e+01,7.804108321038897600e+01
2.379784621715914909e+04,5.068303178759836491e-01,1.915707249026349368e-02,-2.846516369285635051e+01,-2.845066886526276306e+01,8.783744297691744407e+01,7.804142098119305615e+01
2.380880915075645316e+04,5.068315469688141617e-01,1.917077122244618612e-02,-2.845886696448805253e+01,-2.844448109129657709e+01,8.783587394357978440e+01,7.804175361555090262e+01
2.381977713463911277e+04,5.068327782208740251e-01,1.918448583161889986e-02,-2.845256751574292053e+01,-2.843829060090325456e+01,8.783430309214446652e+01,7.804208110765470963e+01
2.383075017113358990e+04,5.068340116371469195e-01,1.919821634626138820e-02,-2.844626534268352103e+01,-2.843209739035688699e+01,8.783273041931956016e+01,7.804240345168076942e+01
2.384172826256741610e+04,5.068352472226309580e-01,1.921196279492302927e-02,-2.843996044136504509e+01,-2.842590145592456352e+01,8.783115592180494957e+01,7.804272064178945811e+01
2.385271141126934526e+04,5.068364849823387974e-01,1.922572520622316955e-02,-2.843365280783518045e+01,-2.841970279386631404e+01,8.782957959629244726e+01,7.804303267212520723e+01
2.386369961956905536e+04,5.068377249212985269e-01,1.923950360885102323e-02,-2.842734243813428563e+01,-2.841350140043522998e+01,8.782800143946569449e+01,7.804333953681643266e+01
2.387469288979729754e+04,5.068389670445524464e-01,1.925329803156600877e-02,-2.842102932829526907e+01,-2.840729727187735776e+01,8.782642144800011863e+01,7.804364122997544939e+01
2.388569122428604533e+04,5.068402113571576217e-01,1.926710850319821380e-02,-2.841471347434349681e+01,-2.840109040443161348e+01,8.782483961856297583e+01,7.804393774569849995e+01
2.389669462536819628e+04,5.068414578641863288e-01,1.928093505264820776e-02,-2.840839487229693461e+01,-2.839488079432993572e+01,8.782325594781326572e+01,7.804422907806565490e+01
2.390770309537772846e+04,5.068427065707253876e-01,1.929477770888741311e-02,-2.840207351816605197e+01,-2.838866843779717897e+01,8.782167043240171722e+01,7.804451522114077022e+01
2.391871663664983134e+04,5.068439574818771609e-01,1.930863650095856338e-02,-2.839574940795372981e+01,-2.838245333105101409e+01,8.782008306897081695e+01,7.804479616897144467e+01
2.392973525152063667e+04,5.068452106027581117e-01,1.932251145797552611e-02,-2.838942253765537416e+01,-2.837623547030206694e+01,8.781849385415465292e+01,7.804507191558899137e+01
2.394075894232739302e+04,5.068464659385006899e-01,1.933640260912375050e-02,-2.838309290325882728e+01,-2.837001485175381887e+01,8.781690278457909926e+01,7.804534245500833833e+01
2.395178771140837853e+04,5.068477234942521115e-01,1.935030998366040617e-02,-2.837676050074438550e+01,-2.836379147160262093e+01,8.781530985686157464e+01,7.804560778122801423e+01
2.396282156110309370e+04,5.068489832751749136e-01,1.936423361091479597e-02,-2.837042532608467127e+01,-2.835756532603757307e+01,8.781371506761112755e+01,7.804586788823009158e+01
2.397386049375197399e+04,5.068502452864468433e-01,1.937817352028825199e-02,-2.836408737524477530e+01,-2.835133641124068049e+01,8.781211841342839364e+01,7.804612276998015830e+01
2.398490451169657899e+04,5.068515095332606357e-01,1.939212974125456221e-02,-2.835774664418213931e+01,-2.834510472338670795e+01,8.781051989090558152e+01,7.804637242042724665e+01
2.399595361727949785e+04,5.068527760208246802e-01,1.940610230336013708e-02,-2.835140312884658442e+01,-2.833887025864324016e+01,8.780891949662641593e+01,7.804661683350371959e+01
2.400700781284454570e+04,5.068540447543631311e-01,1.942009123622438424e-02,-2.834505682518018688e+01,-2.833263301317053262e+01,8.780731722716615195e+01,7.804685600312538440e+01
2.401806710073647264e+04,5.068553157391146868e-01,1.943409656953963907e-02,-2.833870772911741653e+01,-2.832639298312169629e+01,8.780571307909148970e+01,7.804708992319127958e+01
2.402913148330110926e+04,5.068565889803343660e-01,1.944811833307156373e-02,-2.833235583658503387e+01,-2.832015016464254131e+01,8.780410704896061702e+01,7.804731858758368901e+01
2.404020096288550849e+04,5.068578644832927305e-01,1.946215655665952185e-02,-2.832600114350201892e+01,-2.831390455387152372e+01,8.780249913332309575e+01,7.804754199016811356e+01
2.405127554183766551e+04,5.068591422532756630e-01,1.947621127021647094e-02,-2.831964364577965654e+01,-2.830765614693988041e+01,8.780088932871997542e+01,7.804776012479317160e+01
2.406235522250664508e+04,5.068604222955844785e-01,1.949028250372931634e-02,-2.831328333932151509e+01,-2.830140493997152973e+01,8.779927763168360855e+01,7.804797298529061322e+01
2.407344000724275975e+04,5.068617046155369232e-01,1.950437028725944891e-02,-2.830692022002325814e+01,-2.829515092908295060e+01,8.779766403873766478e+01,7.804818056547517813e+01
2.408452989839723523e+04,5.068629892184663976e-01,1.951847465094245018e-02,-2.830055428377286830e+01,-2.828889411038337443e+01,8.779604854639725886e+01,7.804838285914460982e+01
2.409562489832239953e+04,5.068642761097215121e-01,1.953259562498861623e-02,-2.829418552645048379e+01,-2.828263447997463942e+01,8.779443115116866636e+01,7.804857986007959880e+01
2.410672500937180303e+04,5.068655652946677526e-01,1.954673323968333237e-02,-2.828781394392834514e+01,-2.827637203395111243e+01,8.779281184954950845e+01,7.804877156204371147e+01
2.411783023389993105e+04,5.068668567786857038e-01,1.956088752538692743e-02,-2.828143953207089822e+01,-2.827010676839984527e+01,8.779119063802860978e+01,7.804895795878334752e+01
2.412894057426236031e+04,5.068681505671727150e-01,1.957505851253512480e-02,-2.827506228673473743e+01,-2.826383867940045036e+01,8.778956751308604112e+01,7.804913904402769731e+01
2.414005603281588992e+04,5.068694466655420117e-01,1.958924623163942405e-02,-2.826868220376845287e+01,-2.825756776302503326e+01,8.778794247119299143e+01,7.804931481148862815e+01
2.415117661191826846e+04,5.068707450792223623e-01,1.960345071328698299e-02,-2.826229927901281513e+01,-2.825129401533829210e+01,8.778631550881183898e+01,7.804948525486075539e+01
2.416230231392832502e+04,5.068720458136596330e-01,1.961767198814103400e-02,-2.825591350830066872e+01,-2.824501743239746787e+01,8.778468662239613707e+01,7.804965036782125765e+01
2.417343314120612558e+04,5.068733488743155657e-01,1.963191008694132461e-02,-2.824952488745680768e+01,-2.823873801025221653e+01,8.778305580839047195e+01,7.804981014402990525e+01
2.418456909611266747e+04,5.068746542666682231e-01,1.964616504050392329e-02,-2.824313341229813901e+01,-2.823245574494475818e+01,8.778142306323051969e+01,7.804996457712898916e+01
2.419571018101004665e+04,5.068759619962117657e-01,1.966043687972175019e-02,-2.823673907863356902e+01,-2.822617063250977409e+01,8.777978838334303191e+01,7.805011366074323576e+01
2.420685639826158877e+04,5.068772720684576738e-01,1.967472563556486517e-02,-2.823034188226391450e+01,-2.821988266897432851e+01,8.777815176514572215e+01,7.805025738847979255e+01
2.421800775023156166e+04,5.068785844889328596e-01,1.968903133908045042e-02,-2.822394181898205900e+01,-2.821359185035798589e+01,8.777651320504735111e+01,7.805039575392817142e+01
2.422916423928532458e+04,5.068798992631816658e-01,1.970335402139318168e-02,-2.821753888457279658e+01,-2.820729817267272566e+01,8.777487269944759873e+01,7.805052875066016327e+01
2.424032586778946643e+04,5.068812163967645334e-01,1.971769371370564808e-02,-2.821113307481278198e+01,-2.820100163192284626e+01,8.777323024473709268e+01,7.805065637222982389e+01
2.425149263811153287e+04,5.068825358952586679e-01,1.973205044729828272e-02,-2.820472438547066218e+01,-2.819470222410510019e+01,8.777158583729733721e+01,7.805077861217340285e+01
2.426266455262014279e+04,5.068838577642584831e-01,1.974642425352970965e-02,-2.819831281230697684e+01,-2.818839994520858738e+01,8.776993947350074166e+01,7.805089546400921563e+01
2.427384161368516652e+04,5.068851820093746019e-01,1.976081516383722952e-02,-2.819189835107402331e+01,-2.818209479121468064e+01,8.776829114971057777e+01,7.805100692123775730e+01
2.428502382367741666e+04,5.068865086362346339e-01,1.977522320973667050e-02,-2.818548099751605207e+01,-2.817578675809715349e+01,8.776664086228088024e+01,7.805111297734151776e+01
2.429621118496879353e+04,5.068878376504835082e-01,1.978964842282283226e-02,-2.817906074736912103e+01,-2.816947584182208431e+01,8.776498860755648934e+01,7.805121362578488231e+01
2.430740369993243803e+04,5.068891690577828069e-01,1.980409083476990934e-02,-2.817263759636102449e+01,-2.816316203834773546e+01,8.776333438187303670e+01,7.805130886001425949e+01
2.431860137094244419e+04,5.068905028638110988e-01,1.981855047733136962e-02,-2.816621154021141393e+01,-2.815684534362474523e+01,8.776167818155683165e+01,7.805139867345785376e+01
2.432980420037404110e+04,5.068918390742643831e-01,1.983302738234046445e-02,-2.815978257463166656e+01,-2.815052575359593945e+01,8.776002000292491800e+01,7.805148305952569388e+01
2.434101219060350195e+04,5.068931776948557566e-01,1.984752158171028055e-02,-2.815335069532496703e+01,-2.814420326419644169e+01,8.775835984228503150e+01,7.805156201160953344e+01
2.435222534400835139e+04,5.068945187313150802e-01,1.986203310743439934e-02,-2.814691589798609428e+01,-2.813787787135346363e+01,8.775669769593547187e+01,7.805163552308283670e+01
2.436344366296704902e+04,5.068958621893904226e-01,1.987656199158659154e-02,-2.814047817830164178e+01,-2.813154957098650399e+01,8.775503356016523071e+01,7.805170358730069324e+01
2.437466714985921135e+04,5.068972080748463949e-01,1.989110826632141740e-02,-2.813403753194983636e+01,-2.812521835900722778e+01,8.775336743125384942e+01,7.805176619759974699e+01
2.438589580706549532e+04,5.068985563934654826e-01,1.990567196387436552e-02,-2.812759395460060929e+01,-2.811888423131944137e+01,8.775169930547139074e+01,7.805182334729823879e+01
2.439712963696780571e+04,5.068999071510476018e-01,1.992025311656231423e-02,-2.812114744191543281e+01,-2.811254718381903217e+01,8.775002917907849564e+01,7.805187502969576485e+01
2.440836864194898953e+04,5.069012603534098771e-01,1.993485175678341367e-02,-2.811469798954749422e+01,-2.810620721239407871e+01,8.774835704832622696e+01,7.805192123807340465e+01
2.441961282439299976e+04,5.069026160063879738e-01,1.994946791701758190e-02,-2.810824559314156090e+01,-2.809986431292474407e+01,8.774668290945623994e+01,7.805196196569355038e+01
2.443086218668503352e+04,5.069039741158340995e-01,1.996410162982686226e-02,-2.810179024833390216e+01,-2.809351848128321194e+01,8.774500675870041277e+01,7.805199720579989275e+01
2.444211673121123749e+04,5.069053346876190025e-01,1.997875292785538867e-02,-2.809533195075242418e+01,-2.808716971333377899e+01,8.774332859228123027e+01,7.805202695161734994e+01
2.445337646035885336e+04,5.069066977276309727e-01,1.999342184382977422e-02,-2.808887069601656350e+01,-2.808081800493279445e+01,8.774164840641145702e+01,7.805205119635202493e+01
2.446464137651638157e+04,5.069080632417761745e-01,2.000810841055962810e-02,-2.808240647973718751e+01,-2.807446335192854292e+01,8.773996619729413737e+01,7.805206993319110609e+01
2.447591148207326478e+04,5.069094312359789800e-01,2.002281266093731971e-02,-2.807593929751674011e+01,-2.806810575016140064e+01,8.773828196112275180e+01,7.805208315530288132e+01
2.448718677942004797e+04,5.069108017161813029e-01,2.003753462793859616e-02,-2.806946914494911738e+01,-2.806174519546369339e+01,8.773659569408098946e+01,7.805209085583659601e+01
2.449846727094853122e+04,5.069121746883435975e-01,2.005227434462287031e-02,-2.806299601761959650e+01,-2.805538168365966456e+01,8.773490739234276248e+01,7.805209302792246717e+01
2.450975295905146049e+04,5.069135501584443038e-01,2.006703184413318949e-02,-2.805651991110496013e+01,-2.804901521056556746e+01,8.773321705207223431e+01,7.805208966467152720e+01
2.452104384612269132e+04,5.069149281324798473e-01,2.008180715969671085e-02,-2.805004082097338625e+01,-2.804264577198956232e+01,8.773152466942374872e+01,7.805208075917570909e+01
2.453233993455732707e+04,5.069163086164657495e-01,2.009660032462510029e-02,-2.804355874278435223e+01,-2.803627336373164525e+01,8.772983024054181556e+01,7.805206630450764749e+01
2.454364122675142426e+04,5.069176916164345181e-01,2.011141137231444581e-02,-2.803707367208879120e+01,-2.802989798158378676e+01,8.772813376156102549e+01,7.805204629372070713e+01
2.455494772510214170e+04,5.069190771384385341e-01,2.012624033624572928e-02,-2.803058560442896407e+01,-2.802351962132978969e+01,8.772643522860612109e+01,7.805202071984885492e+01
2.456625943200790061e+04,5.069204651885476087e-01,2.014108724998522892e-02,-2.802409453533837080e+01,-2.801713827874525009e+01,8.772473463779182623e+01,7.805198957590667419e+01
2.457757634986806806e+04,5.069218557728509822e-01,2.015595214718451239e-02,-2.801760046034186757e+01,-2.801075394959764964e+01,8.772303198522294565e+01,7.805195285488922252e+01
2.458889848108312071e+04,5.069232488974555473e-01,2.017083506158077327e-02,-2.801110337495561708e+01,-2.800436662964627743e+01,8.772132726699427963e+01,7.805191054977207443e+01
2.460022582805479033e+04,5.069246445684876257e-01,2.018573602699738623e-02,-2.800460327468692157e+01,-2.799797631464213765e+01,8.771962047919056715e+01,7.805186265351112240e+01
2.461155839318576545e+04,5.069260427920919687e-01,2.020065507734377513e-02,-2.799810015503440752e+01,-2.799158300032804902e+01,8.771791161788647173e+01,7.805180915904266215e+01
2.462289617887984059e+04,5.069274435744324236e-01,2.021559224661585025e-02,-2.799159401148789783e+01,-2.798518668243860930e+01,8.771620067914658136e+01,7.805175005928322207e+01
2.463423918754206898e+04,5.069288469216917115e-01,2.023054756889650432e-02,-2.798508483952831583e+01,-2.797878735670003181e+01,8.771448765902535172e+01,7.805168534712953488e+01
2.464558742157846063e+04,5.069302528400713159e-01,2.024552107835550854e-02,-2.797857263462783806e+01,-2.797238501883032313e+01,8.771277255356700664e+01,7.805161501545850911e+01
2.465694088339613154e+04,5.069316613357915946e-01,2.026051280924993578e-02,-2.797205739224977705e+01,-2.796597966453916939e+01,8.771105535880566606e+01,7.805153905712711548e+01
2.466829957540346368e+04,5.069330724150927781e-01,2.027552279592469142e-02,-2.796553910784844987e+01,-2.795957128952785453e+01,8.770933607076514704e+01,7.805145746497235848e+01
2.467966350000979219e+04,5.069344860842336375e-01,2.029055107281240236e-02,-2.795901777686939127e+01,-2.795315988948934915e+01,8.770761468545903483e+01,7.805137023181119105e+01
2.469103265962561636e+04,5.069359023494923733e-01,2.030559767443386107e-02,-2.795249339474915473e+01,-2.794674546010825011e+01,8.770589119889061180e+01,7.805127735044044357e+01
2.470240705666248687e+04,5.069373212171665033e-01,2.032066263539831705e-02,-2.794596595691537289e+01,-2.794032799706078407e+01,8.770416560705280062e+01,7.805117881363685228e+01
2.471378669353322766e+04,5.069387426935730856e-01,2.033574599040393130e-02,-2.793943545878660473e+01,-2.793390749601463696e+01,8.770243790592817845e+01,7.805107461415684611e+01
2.472517157265161950e+04,5.069401667850482740e-01,2.035084777423767921e-02,-2.793290189577251681e+01,-2.792748395262917427e+01,8.770070809148893431e+01,7.805096474473657508e+01
2.473656169643259636e+04,5.069415934979486504e-01,2.036596802177591259e-02,-2.792636526327371271e+01,-2.792105736255526693e+01,8.769897615969682647e+01,7.805084919809186772e+01
2.474795706729217272e+04,5.069430228386492265e-01,2.038110676798452273e-02,-2.791982555668179344e+01,-2.791462772143531623e+01,8.769724210650312557e+01,7.805072796691808890e+01
2.475935768764761087e+04,5.069444548135455531e-01,2.039626404791945388e-02,-2.791328277137917269e+01,-2.790819502490313653e+01,8.769550592784855780e+01,7.805060104389013986e+01
2.477076355991714081e+04,5.069458894290528317e-01,2.041143989672661654e-02,-2.790673690273929708e+01,-2.790175926858412225e+01,8.769376761966344702e+01,7.805046842166235876e+01
2.478217468652010575e+04,5.069473266916059151e-01,2.042663434964240091e-02,-2.790018794612647213e+01,-2.789532044809511291e+01,8.769202717786743051e+01,7.805033009286846379e+01
2.479359106987711857e+04,5.069487666076596399e-01,2.044184744199412790e-02,-2.789363589689578760e+01,-2.788887855904427937e+01,8.769028459836960110e+01,7.805018605012148214e+01
2.480501271240975620e+04,5.069502091836888269e-01,2.045707920919995204e-02,-2.788708075039325607e+01,-2.788243359703131574e+01,8.768853987706835085e+01,7.805003628601370735e+01
2.481643961654070154e+04,5.069516544261885027e-01,2.047232968676935411e-02,-2.788052250195571347e+01,-2.787598555764729014e+01,8.768679300985151315e+01,7.804988079311664251e+01
2.482787178469391438e+04,5.069531023416736781e-01,2.048759891030364072e-02,-2.787396114691068405e+01,-2.786953443647456652e+01,8.768504399259606430e+01,7.804971956398084387e+01
2.483930921929431861e+04,5.069545529366795700e-01,2.050288691549584028e-02,-2.786739668057656161e+01,-2.786308022908693260e+01,8.768329282116839352e+01,7.804955259113599197e+01
2.485075192276795133e+04,5.069560062177618232e-01,2.051819373813119560e-02,-2.786082909826246734e+01,-2.785662293104950393e+01,8.768153949142399028e+01,7.804937986709070685e+01
2.486219989754212293e+04,5.069574621914963997e-01,2.053351941408762538e-02,-2.785425839526816461e+01,-2.785016253791862795e+01,8.767978399920760069e+01,7.804920138433253385e+01
2.487365314604510786e+04,5.069589208644801337e-01,2.054886397933573111e-02,-2.784768456688420102e+01,-2.784369904524201189e+01,8.767802634035311371e+01,7.804901713532790097e+01
2.488511167070629745e+04,5.069603822433292883e-01,2.056422746993911976e-02,-2.784110760839179477e+01,-2.783723244855863399e+01,8.767626651068354704e+01,7.804882711252200522e+01
2.489657547395635629e+04,5.069618463346817760e-01,2.057960992205509071e-02,-2.783452751506270673e+01,-2.783076274339861556e+01,8.767450450601094758e+01,7.804863130833872731e+01
2.490804455822692034e+04,5.069633131451957153e-01,2.059501137193441370e-02,-2.782794428215943228e+01,-2.782428992528338441e+01,8.767274032213644830e+01,7.804842971518067429e+01
2.491951892595073878e+04,5.069647826815505409e-01,2.061043185592187008e-02,-2.782135790493505567e+01,-2.781781398972557895e+01,8.767097395485023981e+01,7.804822232542895222e+01
2.493099857956183769e+04,5.069662549504453386e-01,2.062587141045675587e-02,-2.781476837863315410e+01,-2.781133493222891673e+01,8.766920539993137140e+01,7.804800913144320873e+01
2.494248352149521452e+04,5.069677299586016206e-01,2.064133007207281587e-02,-2.780817569848792559e+01,-2.780485274828834719e+01,8.766743465314795003e+01,7.804779012556159046e+01
2.495397375418698357e+04,5.069692077127608831e-01,2.065680787739865992e-02,-2.780157985972410373e+01,-2.779836743338997707e+01,8.766566171025692711e+01,7.804756530010055826e+01
2.496546928007453243e+04,5.069706882196857167e-01,2.067230486315841179e-02,-2.779498085755684400e+01,-2.779187898301090343e+01,8.766388656700408433e+01,7.804733464735487303e+01
2.497697010159622369e+04,5.069721714861603612e-01,2.068782106617147315e-02,-2.778837868719186233e+01,-2.778538739261942681e+01,8.766210921912414733e+01,7.804709815959756725e+01
2.498847622119154767e+04,5.069736575189902617e-01,2.070335652335311694e-02,-2.778177334382531427e+01,-2.777889265767488425e+01,8.766032966234051571e+01,7.804685582907984553e+01
2.499998764130125710e+04,5.069751463250016243e-01,2.071891127171500424e-02,-2.777516482264369202e+01,-2.777239477362758890e+01,8.765854789236541933e+01,7.804660764803098516e+01
2.501150436436708696e+04,5.069766379110425270e-01,2.073448534836501780e-02,-2.776855311882400557e+01,-2.776589373591896859e+01,8.765676390489979042e+01,7.804635360865827920e+01
2.502302639283189637e+04,5.069781322839824744e-01,2.075007879050788998e-02,-2.776193822753361218e+01,-2.775938953998142011e+01,8.765497769563322095e+01,7.804609370314703654e+01
2.503455372913982137e+04,5.069796294507126211e-01,2.076569163544561905e-02,-2.775532014393014535e+01,-2.775288218123824535e+01,8.765318926024397683e+01,7.804582792366038291e+01
2.504608637573596934e+04,5.069811294181452155e-01,2.078132392057742764e-02,-2.774869886316164980e+01,-2.774637165510379333e+01,8.765139859439891268e+01,7.804555626233931775e+01
2.505762433506657544e+04,5.069826321932151547e-01,2.079697568340026573e-02,-2.774207438036647844e+01,-2.773985795698333945e+01,8.764960569375345756e+01,7.804527871130252947e+01
2.506916760957915176e+04,5.069841377828780971e-01,2.081264696150937621e-02,-2.773544669067316448e+01,-2.773334108227295758e+01,8.764781055395161502e+01,7.804499526264642384e+01
2.508071620172219264e+04,5.069856461941126824e-01,2.082833779259813875e-02,-2.772881578920058487e+01,-2.772682102635972257e+01,8.764601317062580677e+01,7.804470590844496769e+01
2.509227011394536385e+04,5.069871574339185338e-01,2.084404821445870123e-02,-2.772218167105780395e+01,-2.772029778462153260e+01,8.764421353939698633e+01,7.804441064074970313e+01
2.510382934869941164e+04,5.069886715093182561e-01,2.085977826498217058e-02,-2.771554433134412321e+01,-2.771377135242714473e+01,8.764241165587448279e+01,7.804410945158957702e+01
2.511539390843636284e+04,5.069901884273557702e-01,2.087552798215919561e-02,-2.770890376514893561e+01,-2.770724172513606121e+01,8.764060751565600071e+01,7.804380233297095515e+01
2.512696379560922287e+04,5.069917081950976456e-01,2.089129740407989072e-02,-2.770225996755184639e+01,-2.770070889809863957e+01,8.763880111432760600e+01,7.804348927687750859e+01
2.513853901267217589e+04,5.069932308196326565e-01,2.090708656893439793e-02,-2.769561293362258425e+01,-2.769417286665601097e+01,8.763699244746371164e+01,7.804317027527011419e+01
2.515011956208048650e+04,5.069947563080722253e-01,2.092289551501315056e-02,-2.768896265842098359e+01,-2.768763362614004819e+01,8.763518151062690720e+01,7.804284532008685460e+01
2.516170544629070719e+04,5.069962846675498680e-01,2.093872428070742142e-02,-2.768230913699686369e+01,-2.768109117187328749e+01,8.763336829936804406e+01,7.804251440324286193e+01
2.517329666776036174e+04,5.069978159052224154e-01,2.095457290450923604e-02,-2.767565236439018861e+01,-2.767454549916903517e+01,8.763155280922620705e+01,7.804217751663031777e+01
2.518489322894810903e+04,5.069993500282680143e-01,2.097044142501192782e-02,-2.766899233563092864e+01,-2.766799660333128230e+01,8.762973503572858647e+01,7.804183465211832527e+01
2.519649513231389938e+04,5.070008870438887927e-01,2.098632988091072085e-02,-2.766232904573895368e+01,-2.766144447965457687e+01,8.762791497439046395e+01,7.804148580155285231e+01
2.520810238031865811e+04,5.070024269593094157e-01,2.100223831100254956e-02,-2.765566248972420027e+01,-2.765488912342419781e+01,8.762609262071521243e+01,7.804113095675666045e+01
2.521971497542443831e+04,5.070039697817769753e-01,2.101816675418669011e-02,-2.764899266258654364e+01,-2.764833052991601292e+01,8.762426797019428193e+01,7.804077010952921967e+01
2.523133292009459183e+04,5.070055155185625440e-01,2.103411524946523919e-02,-2.764231955931566986e+01,-2.764176869439639717e+01,8.762244101830702903e+01,7.804040325164665148e+01
2.524295621679344549e+04,5.070070641769588438e-01,2.105008383594311056e-02,-2.763564317489125344e+01,-2.763520361212236409e+01,8.762061176052077371e+01,7.804003037486164374e+01
2.525458486798646481e+04,5.070086157642832436e-01,2.106607255282848951e-02,-2.762896350428281877e+01,-2.762863527834145927e+01,8.761878019229084202e+01,7.803965147090336529e+01
2.526621887614039588e+04,5.070101702878757610e-01,2.108208143943348864e-02,-2.762228054244964781e+01,-2.762206368829166081e+01,8.761694630906032444e+01,7.803926653147736658e+01
2.527785824372298157e+04,5.070117277550997281e-01,2.109811053517393967e-02,-2.761559428434090080e+01,-2.761548883720152148e+01,8.761511010626013274e+01,7.803887554826559381e+01
2.528950297320309255e+04,5.070132881733419028e-01,2.111415987957009424e-02,-2.760890472489553105e+01,-2.760891072029003368e+01,8.761327157930909948e+01,7.803847851292620419e+01
2.530115306705088733e+04,5.070148515500126907e-01,2.113022951224705070e-02,-2.760221185904213570e+01,-2.760232933276656553e+01,8.761143072361363693e+01,7.803807541709353757e+01
2.531280852773751758e+04,5.070164178925461451e-01,2.114631947293475062e-02,-2.759551568169915114e+01,-2.759574466983097807e+01,8.760958753456796444e+01,7.803766625237804533e+01
2.532446935773526639e+04,5.070179872084004113e-01,2.116242980146852692e-02,-2.758881618777469669e+01,-2.758915672667351160e+01,8.760774200755399477e+01,7.803725101036621936e+01
2.533613555951771923e+04,5.070195595050567272e-01,2.117856053778964520e-02,-2.758211337216647152e+01,-2.758256549847470041e+01,8.760589413794113511e+01,7.803682968262043573e+01
